trip_distance,total_amount
17.04,88.8
1.74,17.64
1.41,21.0
1.6,16.8
0.5,12.6
4.3,34.4
16.7,99.19
2.7,24.7
1.33,23.1
0.91,11.9
0.68,14.49
0.88,13.44
3.1,26.88
2.1,21.0
1.3,22.6
1.75,15.3
2.04,20.16
1.59,17.64
1.03,12.88
1.13,14.7
0.8,12.6
1.4,18.1
1.1,13.9
2.6,23.9
2.7,26.0
1.8,19.1
0.53,15.4
1.53,14.7
9.39,65.71
11.6,61.95
13.77,93.69
0.99,14.28
20.9,99.19
7.29,47.88
15.79,64.35
1.1,24.5
1.1,13.0
1.54,17.64
3.77,28.0
4.06,30.24
7.32,56.76
8.7,65.14
9.5,44.94
3.49,24.9
0.76,11.9
2.73,23.52
1.21,16.7
1.0,14.3
2.1,24.3
10.6,74.04
17.22,90.96
2.25,29.4
0.66,9.8
4.88,28.7
11.57,73.29
3.3,30.24
1.93,18.37
0.44,12.6
1.89,18.8
2.7,23.8
1.37,16.2
1.01,13.9
0.69,12.6
1.73,23.52
5.04,28.7
3.19,23.8
2.0,17.6
0.5,11.35
1.13,12.6
2.11,21.84
1.79,19.32
2.61,17.5
0.93,14.28
0.74,12.6
0.5,9.8
5.51,39.48
1.2,14.7
7.1,38.5
3.17,23.5
2.23,27.72
1.6,17.5
3.4,30.0
14.86,66.93
6.1,32.8
0.8,12.6
1.0,14.3
1.75,20.16
1.15,15.4
1.0,16.1
2.6,32.75
1.3,13.44
0.6,10.47
1.6,17.4
0.74,14.0
4.87,26.6
0.72,12.6
2.22,18.32
7.43,59.55
2.46,26.04
0.9,11.25
3.0,23.1
16.73,98.88
0.46,12.6
3.77,29.26
1.21,16.38
0.8,15.12
3.1,24.36
1.04,14.28
0.86,14.6
0.65,11.76
1.83,16.8
1.1,21.0
10.58,65.23
2.99,25.2
1.94,21.0
1.26,15.12
1.4,20.15
2.88,24.0
17.54,85.69
9.23,55.99
1.6,17.6
0.75,7.3
1.01,14.28
8.1,42.0
0.8,13.1
9.85,68.16
0.73,12.6
0.8,12.6
1.48,15.48
1.11,13.35
1.6,19.32
1.26,17.64
3.4,39.45
3.49,22.4
1.4,17.6
2.8,29.4
17.76,97.13
0.82,13.44
3.4,30.25
0.8,13.4
0.5,10.9
0.4,10.55
14.39,70.05
10.1,61.35
1.46,23.52
5.57,38.5
0.7,11.2
1.66,15.4
1.58,31.92
1.3,18.48
1.25,19.1
0.86,15.75
1.23,18.2
1.57,20.16
0.64,11.8
1.03,15.12
2.78,21.0
0.3,12.8
0.8,15.95
1.9,25.4
9.3,59.94
1.3,13.44
1.91,16.2
1.0,12.6
1.71,22.68
1.2,15.96
2.02,21.0
1.21,15.12
0.6,11.1
2.3,26.9
1.5,15.12
2.34,21.0
1.89,17.71
2.11,19.32
0.72,14.0
12.0,81.94
0.9,10.5
0.96,12.6
4.41,30.24
1.82,15.4
4.71,25.9
2.4,20.5
2.13,22.68
1.52,19.32
1.87,19.7
3.86,35.0
1.7,16.7
1.44,13.3
4.8,34.3
0.7,14.28
13.6,90.89
0.67,11.9
3.2,22.0
0.88,15.96
2.06,21.0
2.7,21.0
2.01,20.16
0.71,11.9
0.52,9.66
1.34,14.0
0.94,13.65
1.27,11.9
1.2,12.88
0.85,12.6
0.93,14.7
0.47,9.8
1.84,27.72
1.35,27.12
2.2,16.17
0.8,9.8
5.8,28.7
11.7,74.09
0.75,13.65
1.05,16.9
1.29,14.0
0.55,9.1
2.74,25.2
6.48,42.84
1.36,21.84
11.0,75.74
1.12,14.28
0.79,15.12
2.17,14.7
0.6,23.0
1.7,16.1
1.8,16.1
1.63,19.6
0.55,10.92
10.5,71.5
1.69,16.9
3.64,27.72
2.68,23.1
2.91,21.9
1.16,15.75
1.34,15.12
0.7,19.6
1.3,22.65
4.79,28.7
0.89,17.5
0.88,10.5
0.94,13.44
0.8,13.4
1.8,17.5
1.0,13.6
3.39,26.04
1.3,17.5
1.5,18.5
5.44,27.3
2.73,26.6
5.31,34.44
1.1,20.0
2.8,26.0
1.21,18.48
2.19,19.32
1.27,18.48
6.7,40.4
1.11,20.93
5.24,35.28
1.71,19.4
1.59,18.48
1.1,13.6
3.11,24.5
0.83,14.28
0.69,8.58
5.84,44.59
3.52,31.85
9.97,70.92
1.85,20.16
4.93,30.0
0.67,14.28
0.48,10.92
25.9,176.09
6.6,41.99
2.83,18.2
2.88,26.04
3.35,21.43
0.92,12.5
3.77,28.56
1.49,16.8
2.65,35.0
2.1,23.52
1.66,19.5
1.4,14.28
2.74,40.32
1.86,29.95
0.81,14.3
4.37,32.3
7.8,45.65
0.7,11.8
1.52,15.4
1.7,15.3
2.71,21.0
2.52,24.57
2.2,19.3
1.6,18.1
2.43,20.3
1.0,16.8
1.41,14.1
0.73,11.76
1.62,14.7
3.71,25.2
5.91,36.6
0.85,9.87
1.81,18.48
1.16,15.0
1.38,15.5
1.01,18.2
1.87,19.6
0.87,14.28
0.79,13.12
10.63,64.14
0.9,13.3
0.8,14.6
1.9,19.3
0.9,13.2
2.5,20.3
0.73,12.6
5.99,41.16
2.27,21.0
0.67,14.56
1.73,18.52
0.9,22.6
1.5,18.45
0.8,12.6
1.4,14.8
8.1,46.2
1.21,14.0
1.4,16.8
17.27,77.45
10.13,44.75
3.1,25.6
1.4,15.1
1.4,17.1
3.84,46.41
1.76,19.32
2.23,20.0
0.77,10.44
20.38,85.45
2.31,22.6
1.02,11.9
1.36,16.8
2.57,21.3
1.61,23.62
1.15,12.6
0.61,10.92
14.87,85.29
16.9,84.0
1.04,10.5
1.3,16.8
0.95,11.2
3.09,27.8
0.92,14.7
2.69,26.88
2.88,22.4
1.08,23.0
11.13,72.9
3.24,37.8
0.54,9.1
1.18,15.96
1.39,14.81
1.24,17.29
1.63,15.4
1.0,14.0
1.52,16.7
1.26,15.82
2.4,23.52
1.32,15.5
2.24,24.0
0.59,9.1
1.41,15.5
1.3,19.32
1.9,18.52
2.9,19.6
0.91,14.28
1.05,15.12
0.75,13.2
2.05,18.9
10.52,55.45
2.29,21.88
17.1,97.13
1.17,9.4
2.25,20.16
1.34,18.37
1.39,17.5
0.56,11.37
1.51,16.8
3.87,31.14
0.36,10.01
6.62,34.75
3.37,24.5
17.2,101.19
0.45,10.08
1.32,14.28
6.71,37.39
1.0,13.4
1.2,20.4
2.64,20.3
0.85,14.28
1.26,14.3
1.68,16.4
3.42,23.1
1.9,20.15
2.0,19.6
1.04,14.3
2.98,26.88
0.71,12.7
2.45,21.36
0.68,11.8
11.8,64.79
3.07,26.6
1.43,15.8
3.83,30.62
1.1,14.25
17.4,99.19
0.4,9.8
0.87,11.9
1.41,14.7
4.34,23.8
7.32,38.9
2.02,26.88
1.2,19.32
4.91,32.8
2.46,19.65
1.56,16.8
2.82,25.38
13.38,79.92
1.43,15.75
18.9,105.19
1.95,18.8
2.46,21.7
0.54,11.76
0.3,11.0
0.76,9.8
0.24,9.24
1.34,15.3
5.6,35.3
16.86,80.94
4.35,33.6
10.3,71.29
2.07,23.62
5.81,36.12
2.26,20.3
1.15,13.44
2.5,23.52
1.68,15.4
0.52,11.76
0.57,10.92
0.69,11.2
1.44,15.4
1.19,13.4
1.98,20.12
0.71,12.6
1.91,16.8
18.96,95.09
5.39,39.48
1.22,15.96
8.53,66.36
1.8,21.84
0.59,10.8
0.3,8.4
17.41,88.8
2.21,16.1
4.19,32.76
7.46,37.8
19.69,99.23
1.88,21.84
1.15,15.96
17.02,98.88
2.45,21.0
1.61,16.0
2.45,19.32
1.36,17.0
18.04,133.02
0.6,10.5
0.3,9.1
0.51,9.8
2.65,21.0
7.2,47.1
0.78,9.8
11.92,68.64
1.46,18.48
3.48,29.1
17.46,92.69
0.43,11.2
0.66,13.44
1.16,25.2
1.18,14.88
1.39,16.63
1.21,14.4
1.61,26.06
0.6,12.7
0.6,12.08
2.5,41.15
6.29,41.86
0.73,14.28
8.16,61.44
1.5,14.0
2.6,24.1
2.2,20.3
27.73,98.88
1.22,17.5
1.56,16.8
12.5,66.54
4.78,31.92
1.23,15.3
0.68,14.28
0.8,15.1
1.4,15.3
1.9,20.15
0.49,9.1
0.7,14.56
1.04,15.96
2.03,22.75
2.6,16.8
1.05,12.6
0.6,12.1
0.28,10.08
3.17,25.4
5.72,36.12
2.81,22.68
21.55,96.23
3.45,25.4
1.53,17.64
1.2,9.4
0.46,10.92
0.47,8.6
2.57,23.52
5.11,31.92
1.85,13.3
1.47,20.2
16.46,96.72
0.7,9.8
2.3,22.7
29.53,147.09
2.42,26.04
1.64,23.62
1.06,15.12
2.14,26.04
6.1,37.4
1.2,15.1
0.8,13.1
1.42,13.3
0.94,13.44
16.93,98.88
3.4,28.7
1.94,20.16
2.19,22.68
1.95,20.16
1.61,13.3
2.08,16.8
12.22,85.73
1.73,21.84
1.04,15.4
1.8,20.15
14.6,68.7
0.61,10.92
3.34,24.36
0.7,21.85
1.0,14.25
0.98,15.75
1.15,18.48
9.01,65.64
2.3,21.0
1.4,18.45
2.7,25.2
1.15,13.44
1.17,18.48
17.5,92.5
5.22,31.08
20.55,104.55
1.4,20.0
15.6,80.94
1.51,16.8
1.64,16.4
1.49,22.3
1.13,14.7
1.2,13.09
0.89,19.6
3.4,22.4
2.04,24.36
1.98,19.32
7.76,49.69
0.71,12.6
0.57,9.8
1.05,13.44
2.51,23.1
3.2,29.5
1.37,18.48
0.6,11.9
1.5,18.9
1.4,17.5
1.38,17.64
0.98,13.44
16.39,95.88
8.89,69.61
11.67,65.14
1.25,16.8
6.5,25.0
10.34,74.88
2.08,18.9
15.65,63.65
10.4,42.3
3.97,24.5
0.92,21.84
17.17,97.13
1.6,15.95
0.7,9.8
1.1,14.3
3.1,31.9
1.08,14.63
1.1,15.7
1.4,15.45
1.9,16.7
2.2,17.65
1.03,16.8
0.86,14.28
1.67,26.04
2.07,21.0
17.3,80.94
19.7,97.09
1.2,15.7
5.4,46.2
0.83,11.76
1.67,17.64
0.78,13.44
1.32,16.18
0.72,13.44
0.11,11.9
2.83,26.88
1.53,20.16
1.1,20.15
2.9,24.36
1.97,16.1
1.48,15.0
2.32,22.75
1.5,20.0
1.48,16.8
1.8,24.36
0.88,11.76
2.75,26.4
0.8,15.1
1.4,15.3
0.96,11.0
2.06,20.16
0.78,13.44
2.22,18.9
1.33,18.52
8.97,56.14
2.41,17.4
1.3,14.25
20.53,90.45
3.75,27.72
2.04,18.0
13.9,88.97
2.81,21.9
0.61,11.2
1.3,13.3
1.6,15.4
1.87,16.62
1.37,19.32
3.07,21.0
0.99,13.12
1.1,13.44
0.88,12.6
1.39,21.0
0.97,14.28
6.52,42.0
0.99,17.5
4.31,31.08
2.17,21.0
1.58,18.1
4.17,40.32
2.7,20.3
8.77,64.8
0.5,10.47
2.1,25.2
0.6,12.0
2.17,24.36
17.96,87.79
5.7,37.65
3.8,27.7
1.7,18.1
1.71,19.32
0.49,9.1
0.84,15.75
1.87,20.16
18.57,97.13
2.16,21.84
1.41,16.1
10.6,76.49
1.45,15.4
1.28,15.0
0.56,12.6
0.81,12.35
1.5,17.9
2.44,20.79
1.3,13.6
1.02,16.8
9.46,59.29
1.53,13.3
0.54,9.8
0.46,11.55
1.1,15.75
1.21,14.63
2.46,57.35
10.3,77.33
2.1,16.4
0.6,9.1
20.68,100.73
2.98,26.88
2.34,24.36
8.34,61.79
1.02,14.1
1.44,15.4
0.68,11.76
17.89,97.69
0.9,12.9
3.97,28.98
9.18,43.4
1.45,13.3
0.3,8.4
8.3,52.9
1.0,16.38
3.42,23.8
1.82,19.9
21.31,99.23
0.76,10.8
1.53,15.4
1.17,12.6
5.6,32.9
6.36,35.5
1.56,16.8
7.2,52.56
10.93,61.26
1.04,17.64
1.06,16.8
3.89,27.3
1.56,19.32
1.41,16.63
0.8,12.6
2.14,15.4
1.02,16.1
2.8,29.7
5.64,40.32
11.42,61.59
17.9,87.69
9.14,71.03
2.53,21.0
2.08,23.52
11.0,58.84
1.9,16.8
0.3,8.4
11.2,45.45
1.34,17.64
1.48,16.1
1.99,18.48
0.49,10.1
0.45,9.1
4.36,26.6
1.9,18.45
0.8,12.6
1.57,21.84
0.97,15.12
1.35,15.0
0.82,16.8
2.24,16.8
3.12,30.24
1.25,13.4
1.14,16.9
2.61,23.52
0.82,16.5
7.85,39.2
8.17,46.95
8.19,61.79
0.64,13.2
6.49,44.52
2.25,19.32
2.3,21.6
3.05,26.62
6.03,46.89
1.78,19.25
2.81,23.34
0.84,14.28
2.99,22.4
2.12,19.32
3.36,27.37
14.11,60.15
4.43,32.76
2.08,22.75
4.75,30.24
2.11,20.02
0.7,18.48
2.6,21.8
1.19,16.8
1.93,21.0
0.57,12.6
0.78,14.28
0.95,12.7
0.99,13.44
0.75,13.44
5.36,32.76
1.1,16.1
0.85,15.96
2.89,31.3
3.5,26.85
1.4,15.1
1.02,14.28
7.7,54.59
2.1,20.1
2.0,23.1
1.69,16.8
10.3,48.35
0.89,14.88
11.35,76.56
2.97,21.9
17.1,90.94
1.34,17.4
1.6,17.1
1.29,17.64
7.41,42.8
0.63,11.27
1.29,20.13
2.14,25.48
2.04,21.0
1.31,16.8
6.3,42.9
1.74,18.2
2.0,19.5
3.1,22.4
0.93,12.6
2.1,28.56
3.27,27.5
0.9,20.15
3.6,28.55
1.13,15.3
1.2,12.6
1.14,15.47
2.35,25.2
3.53,32.37
8.72,67.42
2.16,21.0
1.03,10.5
1.69,25.2
4.86,32.76
0.31,13.44
2.65,21.0
1.94,18.48
1.7,22.65
2.1,19.3
0.6,12.8
1.2,15.95
1.09,14.88
0.61,12.6
19.7,98.81
10.9,72.19
0.9,12.6
0.7,11.0
2.65,27.12
2.87,20.6
2.77,26.04
3.51,26.1
1.55,14.6
2.15,22.75
1.92,20.5
8.36,39.2
3.96,31.4
19.7,80.35
9.26,63.2
5.54,40.32
1.28,11.9
1.11,10.44
0.67,12.0
2.09,18.1
9.91,54.67
0.86,11.9
0.99,14.28
0.48,9.1
0.68,13.12
0.95,15.47
2.07,35.0
16.52,81.91
5.84,33.5
0.5,11.75
2.8,22.4
2.91,29.4
1.84,17.2
1.5,17.5
18.89,90.21
2.6,21.88
5.37,33.6
1.33,18.2
17.54,143.7
0.03,74.0
2.18,20.9
1.4,18.37
8.87,61.88
2.37,21.84
1.2,18.35
1.3,12.95
1.66,16.32
0.9,12.4
3.74,31.65
6.6,34.3
21.18,98.88
1.62,16.2
0.94,14.9
0.74,13.44
0.99,14.28
1.31,15.75
1.47,18.48
1.37,20.3
1.96,19.32
3.24,26.6
18.9,96.19
0.19,4.5
1.5,13.6
1.73,15.5
1.61,18.48
0.67,9.1
0.4,10.4
10.4,73.2
2.92,21.7
3.2,23.8
2.5,19.6
1.94,16.7
1.25,14.0
0.34,6.6
0.94,13.44
1.93,20.12
2.37,20.3
2.27,18.9
2.91,20.93
1.01,13.6
2.24,21.88
2.42,22.68
1.01,19.32
6.32,40.59
12.81,79.1
8.47,41.3
1.02,14.56
1.74,21.0
2.28,21.84
4.4,23.8
0.6,10.5
1.53,16.4
1.3,16.6
0.65,13.65
2.2,20.16
3.37,29.27
1.4,12.6
1.29,15.96
1.9,15.3
8.18,47.88
1.1,14.0
2.6,29.75
0.61,12.6
2.67,24.36
5.12,33.6
0.5,9.1
1.3,18.2
2.64,26.04
6.58,42.0
2.0,20.16
0.4,9.8
1.2,12.6
13.14,68.47
3.45,30.62
2.87,24.36
2.2,21.2
5.48,49.14
2.4,21.9
8.76,55.15
3.13,40.95
1.47,21.0
0.88,13.3
3.66,25.9
2.3,21.0
0.63,16.5
2.0,18.2
1.48,16.9
4.91,30.1
0.48,12.25
1.92,17.5
2.06,20.16
1.26,17.29
0.77,15.3
0.91,21.0
1.17,17.64
0.86,18.9
2.31,21.7
4.24,26.6
2.2,22.7
7.85,42.84
12.96,83.63
3.34,18.85
4.8,27.0
1.5,16.8
17.45,88.94
18.12,81.19
1.06,17.29
0.72,12.6
1.19,14.49
0.7,12.6
4.38,31.92
8.59,47.88
26.97,130.07
0.91,16.8
4.53,32.76
8.86,64.31
2.24,23.52
0.92,17.64
0.75,14.28
3.95,26.6
1.06,16.8
1.12,14.3
0.94,14.28
1.96,20.93
11.24,65.84
18.72,98.88
0.6,17.0
1.5,14.2
1.1,14.6
2.6,23.6
1.3,14.3
1.53,15.96
9.05,68.51
8.41,59.76
0.9,11.2
2.0,18.9
1.1,16.8
1.0,15.1
3.02,24.36
1.27,16.8
0.5,10.4
4.1,25.2
3.11,26.6
10.08,65.04
9.33,52.25
0.8,14.7
4.3,27.3
2.6,33.6
0.51,13.44
2.07,18.1
10.33,64.44
2.67,28.56
1.14,16.0
1.0,14.3
2.3,29.4
6.96,38.1
6.05,39.8
0.86,12.6
0.58,14.63
0.97,12.6
3.22,28.0
1.4,16.8
2.17,21.88
1.1,15.96
1.12,8.7
1.08,15.12
0.75,11.5
2.51,18.2
0.33,7.08
1.95,22.68
0.55,10.92
1.87,16.1
1.96,22.68
0.46,9.1
2.45,19.6
1.06,16.38
1.65,17.5
2.45,21.88
12.16,66.3
0.3,10.9
3.5,23.1
10.91,75.65
1.7,17.0
3.1,23.0
17.28,80.94
4.21,30.08
2.1,22.1
1.28,16.8
2.0,21.84
1.02,14.0
0.65,11.76
1.91,22.68
1.63,21.0
1.39,17.5
0.62,9.8
2.27,21.84
0.81,14.28
1.32,15.4
3.36,28.56
1.33,15.96
2.8,21.6
1.71,17.64
1.27,15.96
10.91,74.88
1.36,11.9
0.8,14.0
14.7,91.35
1.57,16.8
0.76,11.9
0.9,14.55
1.49,16.8
0.75,10.0
2.4,28.56
5.33,26.55
0.92,15.96
1.12,16.9
0.98,14.88
3.08,21.7
17.41,80.94
4.8,25.2
1.34,15.4
0.38,11.76
0.87,15.12
2.9,26.1
2.54,26.04
20.49,95.88
29.48,155.99
1.06,15.12
0.79,10.5
0.42,10.92
1.58,16.1
0.6,12.0
2.4,18.2
1.5,14.0
0.71,17.64
2.18,18.9
0.46,10.5
1.05,13.44
1.24,13.09
0.53,9.8
1.9,20.1
2.2,21.84
1.9,21.0
0.87,12.9
1.89,24.64
2.0,19.3
0.7,11.75
0.6,10.5
2.62,23.52
0.89,12.7
0.97,12.0
19.91,85.19
0.6,9.8
1.47,14.0
1.76,25.2
2.0,15.0
2.9,24.35
1.4,15.95
2.9,24.35
2.19,19.2
1.36,14.3
1.31,18.2
17.72,113.56
0.9,15.95
3.4,25.4
1.32,16.1
0.97,14.7
2.84,19.2
4.82,28.0
3.4,29.4
2.91,28.0
0.63,12.6
1.48,15.96
1.87,15.4
0.73,12.6
1.64,17.4
8.9,66.83
1.8,16.8
1.81,15.96
3.74,30.24
1.11,16.61
18.4,88.4
0.8,15.45
1.4,17.6
1.2,15.95
2.5,23.1
4.3,41.85
6.49,37.1
1.04,17.64
4.4,29.4
2.25,20.2
1.3,17.65
0.85,14.2
2.4,22.68
1.55,16.9
1.3,16.8
1.7,17.8
3.6,31.9
1.1,14.0
0.41,10.08
1.26,16.8
0.77,14.0
6.27,46.38
1.51,14.7
6.92,38.64
1.9,16.8
1.0,11.2
2.72,20.3
1.0,15.9
1.06,16.8
2.05,19.32
3.64,26.56
21.56,106.97
27.14,123.42
1.0,14.55
1.2,15.1
1.0,14.3
0.6,9.8
2.4,21.48
2.6,44.5
6.02,32.9
17.38,113.15
0.99,17.9
0.9,21.7
11.8,82.84
1.1,14.7
2.6,20.3
11.01,63.06
2.74,23.0
1.47,23.66
1.83,17.71
1.54,15.4
1.49,18.52
4.61,34.44
1.05,14.56
2.07,17.4
0.43,10.08
3.71,40.04
1.59,22.75
0.94,14.88
1.96,18.9
1.0,15.96
0.88,13.44
0.55,9.8
2.49,26.88
1.56,18.48
0.81,9.8
1.71,18.48
1.2,15.96
1.96,18.2
1.67,16.1
1.32,17.5
0.39,10.08
2.3,20.16
1.44,16.8
6.46,29.72
0.85,14.0
2.43,21.84
0.63,9.1
0.48,9.1
2.6,28.85
18.23,86.74
0.61,12.2
1.54,16.9
1.09,12.9
9.53,49.05
0.94,10.8
0.67,11.76
0.95,15.96
1.28,18.48
8.99,65.68
2.04,21.4
0.8,12.6
1.2,16.3
1.4,15.4
0.63,12.32
0.77,18.37
6.4,37.1
0.79,13.6
0.76,15.12
2.45,21.7
8.1,50.79
13.1,58.94
6.54,37.15
3.1,21.8
3.9,24.7
0.84,15.5
2.81,30.24
0.55,17.64
2.32,21.84
1.69,20.02
2.74,40.32
3.59,30.24
1.34,15.12
0.9,19.8
2.31,21.0
19.0,96.22
2.22,26.04
2.16,22.23
1.51,21.84
1.38,17.64
0.32,7.08
0.73,13.44
0.48,10.46
1.33,16.63
0.7,24.35
1.27,14.3
1.35,15.4
18.29,98.88
20.8,80.19
1.84,20.16
1.04,14.28
19.76,98.05
4.18,31.08
1.71,21.0
3.6,36.96
3.71,21.7
17.76,99.23
2.6,23.1
22.99,151.54
1.98,32.76
0.48,9.8
7.13,40.6
0.28,8.4
0.9,17.4
4.9,36.1
3.1,27.7
1.3,14.25
6.04,40.32
1.13,14.28
1.33,13.68
0.94,14.2
1.53,17.64
0.64,14.28
0.97,13.44
8.94,54.99
2.93,31.08
4.1,20.25
17.7,99.23
1.32,17.71
2.45,16.1
16.92,89.14
0.62,9.8
0.48,10.92
0.8,11.5
1.82,19.7
0.74,15.3
0.65,14.28
1.0,13.44
1.0,12.6
2.38,27.3
4.07,34.13
0.53,9.1
21.19,97.57
0.91,14.28
1.67,16.52
1.46,15.0
1.27,16.8
5.73,33.65
1.8,21.0
0.96,13.3
1.95,20.16
1.5,18.1
2.36,35.28
0.8,13.9
2.5,18.2
1.33,14.28
0.75,12.08
16.06,105.22
1.5,16.8
1.4,14.6
0.71,13.44
0.91,13.2
1.45,18.3
8.49,60.49
1.62,16.1
1.48,16.8
0.78,10.44
2.32,20.35
2.32,22.68
0.94,16.8
0.43,11.37
14.04,66.55
4.1,28.6
0.93,14.28
1.28,16.0
17.32,74.0
0.9,13.4
0.7,11.9
0.68,10.78
0.5,14.25
8.57,40.2
0.5,15.1
1.7,19.6
0.4,10.92
2.51,23.52
0.88,15.0
1.14,14.28
0.7,14.9
7.76,47.05
6.47,36.4
13.03,73.19
10.68,56.93
3.13,28.56
14.03,105.55
1.51,17.4
1.5,15.96
1.43,23.66
1.04,13.44
1.26,16.3
1.25,14.0
2.83,20.3
1.49,16.0
1.62,15.96
1.58,16.8
13.8,82.26
2.46,26.88
2.56,22.68
1.4,14.9
1.1,15.0
1.94,33.25
23.12,107.84
1.7,18.35
1.3,18.2
1.4,17.7
0.99,12.6
3.19,23.52
3.68,25.2
1.46,13.3
0.91,11.55
0.81,15.12
2.94,23.52
1.4,21.88
1.05,14.49
9.5,44.85
3.06,20.6
3.39,43.68
1.0,13.44
0.66,11.2
0.66,17.64
4.86,33.65
1.34,16.8
1.91,23.8
2.8,26.88
5.46,36.12
0.4,10.0
1.54,16.8
1.88,14.5
1.13,14.7
3.85,24.15
0.98,17.5
1.23,17.64
3.44,36.12
1.25,15.47
1.78,21.84
1.0,20.15
1.1,16.6
2.4,19.6
1.3,15.96
1.03,14.88
6.97,39.5
1.48,17.71
1.65,14.0
2.5,25.2
1.9,15.69
2.5,21.0
0.3,8.4
2.83,28.0
6.73,37.1
0.56,10.5
0.72,14.28
1.92,18.1
0.97,12.0
1.0,14.25
4.62,35.7
3.5,30.2
2.0,16.1
1.1,16.6
2.9,24.96
1.15,16.8
10.59,70.68
2.35,19.32
2.63,25.2
0.73,14.3
18.19,98.88
8.88,64.31
9.25,50.74
5.19,28.0
15.62,84.36
1.6,18.4
2.5,28.55
11.36,52.55
1.26,11.9
9.5,67.09
2.55,24.36
4.02,39.48
2.53,20.2
1.79,18.48
2.5,22.75
1.4,15.95
1.42,14.6
1.29,15.25
17.65,82.69
1.75,19.32
0.99,14.28
0.57,13.12
6.06,35.2
1.14,12.6
1.6,17.5
3.4,28.0
16.65,92.69
2.02,21.0
5.98,37.8
1.47,21.0
1.95,18.48
1.99,17.8
2.55,21.0
0.94,14.28
0.75,11.9
18.6,98.88
0.95,13.44
1.36,14.63
2.6,24.36
1.79,20.13
0.69,14.28
0.93,12.32
1.43,16.8
12.69,76.92
1.0,26.05
0.99,14.6
1.62,20.16
1.31,13.3
19.5,97.09
1.67,14.7
1.29,15.12
2.65,23.62
6.41,39.9
2.28,23.13
0.99,21.0
1.54,17.6
2.66,20.5
1.81,15.4
2.15,15.4
1.31,15.12
2.6,24.35
2.29,24.96
0.97,13.6
4.19,27.3
0.93,8.0
1.17,14.28
1.13,14.1
1.3,14.04
12.73,70.39
4.67,31.5
1.09,22.0
0.97,16.8
2.48,22.68
1.9,21.0
0.88,12.6
2.15,21.84
7.34,42.0
1.0,10.44
1.9,17.3
0.67,10.8
1.0,12.7
1.77,15.4
0.01,7.0
16.3,80.94
2.97,26.04
30.4,174.59
0.7,13.4
0.4,10.4
0.8,17.25
1.1,12.6
0.48,21.84
2.55,18.9
2.63,21.84
0.7,12.6
0.9,10.5
1.3,20.7
2.0,23.5
1.6,27.4
4.44,31.08
13.0,47.0
3.61,32.37
9.2,46.9
1.55,17.5
0.92,12.2
10.57,58.13
3.03,20.3
13.5,84.96
1.15,14.28
13.9,82.29
17.81,98.88
0.55,11.27
0.61,11.76
0.57,10.5
11.09,60.3
1.9,24.36
17.27,74.0
2.0,23.8
0.4,8.4
2.7,18.2
4.55,23.75
22.18,98.88
2.1,17.64
3.79,28.0
0.9,13.4
3.82,34.0
1.4,16.1
0.9,14.85
0.4,10.5
1.9,19.3
1.5,23.8
1.07,15.12
0.94,14.0
1.9,18.8
2.46,25.2
0.5,37.0
7.0,37.94
23.1,111.14
8.38,54.19
2.02,20.16
4.31,27.3
0.67,12.08
1.8,16.7
2.3,16.8
0.82,11.5
0.89,11.9
5.57,34.65
0.87,13.3
1.4,23.7
2.4,23.6
10.6,40.0
1.58,18.48
16.75,80.87
1.0,14.85
3.4,35.25
1.77,16.2
17.81,74.0
1.14,14.0
0.88,15.12
4.98,36.12
2.77,23.52
1.66,22.68
0.95,14.7
0.68,12.6
0.8,14.28
3.63,32.7
2.14,23.52
6.34,50.4
37.62,174.48
2.11,21.84
24.23,178.51
10.17,59.44
1.89,21.84
3.2,21.7
0.02,73.25
23.52,97.89
0.71,12.6
0.83,11.55
1.78,16.8
9.28,67.25
0.89,11.0
0.63,24.5
3.3,32.38
1.58,15.5
0.4,10.5
4.15,32.2
2.02,18.9
15.56,80.8
3.13,25.1
0.56,9.8
2.16,18.1
5.98,35.28
1.7,20.15
1.3,15.1
1.1,15.1
1.2,15.4
1.44,15.12
2.54,24.3
2.24,20.16
1.16,11.2
2.32,18.2
6.22,43.16
0.25,10.5
1.61,17.5
0.4,10.4
2.79,29.4
0.5,13.4
4.7,38.6
3.77,36.75
0.87,12.6
0.66,12.25
1.15,18.48
3.39,30.24
0.2,10.05
1.3,16.8
3.11,25.38
2.85,27.72
0.85,14.28
0.49,13.65
0.68,11.5
0.66,19.32
1.98,23.62
0.98,12.6
1.78,19.32
17.66,82.69
1.06,13.3
1.63,21.88
4.09,26.88
0.82,14.28
1.27,17.5
1.12,16.8
0.5,10.1
7.05,39.2
0.6,13.2
4.7,27.3
1.7,22.68
0.79,15.3
2.33,21.84
0.12,9.63
0.27,8.4
0.73,12.6
1.48,15.96
3.03,23.52
0.4,11.76
0.7,11.2
0.97,16.8
0.9,17.65
1.6,21.8
4.8,33.6
1.5,18.45
5.36,33.3
1.9,19.32
1.39,14.0
1.14,14.0
1.33,17.64
0.68,13.68
3.12,20.9
1.61,20.93
1.24,15.0
4.17,31.08
4.6,29.2
0.87,12.8
0.59,11.83
1.78,18.48
0.57,11.76
0.83,12.2
1.22,17.64
17.42,80.94
4.89,35.83
5.4,32.34
1.06,15.96
3.26,44.52
