trip_distance,total_amount
16.38,78.25
1.0,12.32
1.6,17.6
0.7,13.4
1.5,19.3
1.5,13.6
0.5,10.05
1.01,21.74
2.21,18.48
0.47,9.2
8.66,52.08
16.4,99.24
9.1,70.19
1.3,12.6
22.26,80.94
1.33,16.8
0.8,15.0
1.0,10.1
2.96,24.36
3.32,28.88
1.7,15.4
16.04,71.59
4.09,45.5
1.06,15.96
0.92,13.12
4.01,33.24
4.13,33.3
2.11,18.48
1.61,15.96
0.97,15.12
1.88,19.6
2.26,21.0
0.63,14.88
0.95,16.3
0.65,13.2
6.3,36.94
2.18,21.0
2.78,25.2
0.92,15.12
1.06,16.8
0.54,13.12
0.51,9.1
1.1,12.6
1.2,17.6
6.16,41.71
9.69,66.59
0.83,13.3
0.71,12.6
0.51,13.2
0.56,10.5
9.99,63.57
0.9,27.7
3.83,27.72
2.36,20.0
0.96,13.44
18.31,83.69
0.57,9.8
14.9,56.94
1.6,20.0
11.3,40.0
2.9,30.63
1.4,15.12
1.15,18.2
2.5,25.35
2.2,19.6
0.41,10.8
1.53,19.32
0.66,14.28
2.14,21.0
1.18,14.88
1.15,18.2
1.27,25.41
1.51,17.4
1.54,14.9
0.55,10.92
0.84,14.28
3.3,29.4
0.95,22.4
5.2,32.9
1.24,12.88
0.49,11.76
3.7,27.1
1.3,17.6
10.29,71.03
18.46,82.69
2.16,19.11
2.07,16.1
1.41,12.6
0.62,12.25
1.28,13.3
1.13,16.0
5.54,35.52
1.02,16.8
4.3,33.6
1.71,15.4
6.1,36.0
0.7,18.0
1.18,14.0
1.39,21.0
1.06,15.96
0.44,14.88
11.29,84.92
1.5,16.0
1.2,16.1
1.22,19.3
2.2,20.16
8.94,47.6
2.57,25.2
2.5,21.85
1.11,15.12
3.39,26.5
1.9,18.9
3.09,26.04
16.96,97.13
6.1,44.6
0.69,12.6
2.18,24.36
1.47,17.4
8.14,39.15
17.56,82.69
2.3,28.55
2.42,24.57
1.6,21.88
2.84,21.0
0.04,7.0
2.78,24.7
2.06,19.32
17.3,90.69
0.9,14.25
0.75,12.8
2.86,21.7
0.4,12.1
1.1,16.8
0.9,12.6
1.2,16.35
1.8,15.7
0.52,12.6
1.62,18.0
7.67,54.9
1.18,15.0
0.6,10.9
2.0,22.65
2.2,25.38
3.55,28.75
0.95,14.0
2.26,20.16
1.66,18.2
8.45,61.44
1.83,16.1
1.39,16.8
5.23,34.44
0.51,9.65
2.32,24.5
1.9,19.3
1.26,15.3
1.83,20.16
17.75,99.23
2.0,24.35
1.0,21.7
3.1,22.4
0.87,13.12
1.3,15.0
1.68,20.16
2.01,19.32
1.49,17.64
3.74,32.8
1.3,14.3
0.69,12.6
2.63,23.8
0.88,12.6
2.86,31.92
3.33,21.7
3.11,20.3
1.63,15.4
0.8,15.1
1.5,15.5
1.18,13.6
1.57,13.3
12.16,79.85
11.12,47.55
0.91,13.9
0.38,10.92
1.78,16.1
1.3,16.8
1.81,20.16
0.64,11.5
0.58,12.6
1.88,19.32
1.15,15.96
2.13,18.9
5.88,33.6
7.5,34.25
1.57,14.7
1.74,23.75
7.81,71.57
1.44,17.4
1.48,18.3
2.2,20.9
0.5,11.35
1.21,12.6
1.87,19.3
0.8,12.6
1.4,13.3
2.97,22.3
5.5,36.1
29.4,88.8
3.18,28.7
9.78,45.88
3.06,24.0
1.26,21.0
1.04,26.04
1.1,18.45
1.16,25.2
3.54,27.72
3.03,25.2
8.76,59.72
1.7,19.3
18.2,80.94
0.98,14.3
0.8,12.2
1.76,21.0
1.71,19.32
5.34,34.7
0.88,14.0
2.09,21.0
0.4,11.75
0.82,12.6
2.21,21.0
2.54,26.88
0.67,12.9
2.5,21.8
0.7,11.75
3.66,27.85
0.12,7.0
1.38,15.96
1.87,21.7
4.08,30.1
0.69,11.9
0.96,13.44
9.56,77.4
18.85,98.88
0.4,13.45
2.7,23.7
8.5,50.4
2.12,22.68
1.48,12.6
17.49,81.24
1.45,17.64
2.8,31.1
12.57,81.95
0.44,10.1
0.22,9.24
1.4,16.8
6.77,42.7
1.15,20.16
1.7,17.6
1.3,16.8
2.07,20.16
0.52,13.2
1.93,18.1
2.63,19.6
2.44,25.2
5.0,32.76
1.25,14.7
1.53,18.48
0.55,13.44
1.63,21.84
3.54,34.58
1.4,16.7
2.03,19.32
3.97,32.76
1.36,22.3
17.98,101.17
9.05,63.59
9.23,57.35
10.99,71.1
1.59,17.64
6.94,37.1
1.02,14.8
2.31,21.84
1.61,17.5
2.34,25.2
15.85,74.0
1.2,12.6
1.6,16.1
0.5,11.75
2.66,25.2
3.53,26.88
1.2,12.6
0.6,11.27
1.47,15.4
8.2,42.0
2.47,23.52
16.71,80.94
2.83,23.1
2.51,26.04
3.49,21.7
8.3,48.25
1.69,20.93
1.06,11.2
0.74,10.8
5.98,30.05
4.3,26.0
2.37,23.62
10.1,38.0
0.97,13.3
10.15,76.07
2.66,25.95
0.76,12.25
0.9,11.31
0.61,11.27
0.7,10.5
10.54,72.29
3.51,43.0
18.6,86.0
1.42,10.1
0.95,11.2
25.08,125.87
7.86,46.95
4.52,82.0
0.8,14.0
2.08,19.25
2.88,23.1
2.0,21.0
9.6,60.24
11.1,59.54
1.0,12.6
5.6,35.9
1.4,15.0
0.8,14.25
1.2,16.8
2.79,30.24
1.92,19.2
1.56,19.25
1.26,16.0
1.74,16.1
4.4,27.3
3.32,32.76
1.73,17.71
0.73,13.44
5.67,38.64
0.97,12.7
1.06,15.12
3.6,37.15
10.72,77.4
1.12,14.49
1.47,15.12
0.85,16.8
2.1,19.3
2.1,15.4
18.29,89.69
0.9,16.8
1.57,16.63
1.29,14.49
0.86,8.7
2.68,27.37
11.68,70.39
5.36,35.15
2.7,32.76
0.93,12.6
0.86,12.6
2.59,19.6
1.31,18.48
3.18,23.1
1.14,12.6
2.18,22.68
2.5,23.0
1.3,18.0
2.76,22.4
1.27,28.9
0.68,10.5
5.62,42.0
2.6,18.9
1.42,18.37
16.4,72.69
0.56,11.76
1.95,19.6
1.15,13.3
1.04,16.94
0.78,12.6
2.73,25.2
1.42,14.3
1.84,16.1
0.73,11.9
0.83,13.44
9.79,75.72
18.15,87.69
2.71,35.9
0.57,13.2
0.42,13.44
5.6,37.8
2.21,18.9
2.46,22.68
16.34,99.23
11.39,71.75
3.5,25.0
0.5,9.4
0.99,14.28
0.56,13.12
1.42,18.48
12.2,66.54
9.67,38.8
0.9,13.44
0.5,12.6
0.98,15.12
1.35,19.32
19.46,95.09
13.47,90.35
16.66,85.75
19.39,98.88
0.7,12.6
0.6,10.5
1.45,15.12
0.43,9.1
17.7,80.94
2.04,18.9
0.59,11.76
2.2,22.68
0.99,13.3
2.52,27.3
0.48,11.9
2.02,19.32
1.5,20.3
1.3,16.8
2.37,18.9
1.95,18.5
1.15,14.7
0.63,15.69
1.0,18.48
2.69,21.6
2.87,30.65
1.37,14.49
3.09,26.88
1.27,18.48
1.52,14.0
2.39,18.2
1.8,18.9
1.9,19.3
2.63,30.7
16.7,97.09
1.19,16.63
10.6,66.19
1.02,14.28
7.59,61.8
3.21,26.04
16.8,85.19
0.9,11.2
1.37,17.4
0.61,9.1
4.78,28.56
1.17,31.1
4.05,42.6
15.7,76.29
16.3,80.94
0.81,13.3
1.81,21.84
2.12,22.68
0.62,12.6
0.69,18.2
1.1,17.5
20.77,87.69
0.4,18.2
1.3,18.48
1.5,14.0
1.0,10.5
1.7,18.45
11.76,54.65
19.59,95.88
1.4,27.12
1.3,15.3
2.9,24.36
0.57,13.12
7.12,31.8
8.16,57.29
2.61,33.6
3.0,24.5
11.52,73.74
18.22,97.13
2.36,21.0
16.96,98.88
1.54,17.4
3.8,24.0
2.03,19.47
4.4,34.4
1.1,12.6
16.01,95.04
10.7,64.8
0.99,15.12
21.58,88.2
15.04,80.25
9.88,53.83
3.9,33.0
16.36,70.75
2.02,18.2
1.68,20.16
2.33,24.57
2.35,26.88
1.51,15.96
0.66,10.5
0.48,13.44
2.71,23.1
0.9,16.8
20.55,96.23
11.2,46.85
3.6,29.4
2.0,19.0
1.26,15.12
0.4,11.76
1.05,18.48
3.0,30.0
1.71,21.0
18.9,96.19
3.9,28.56
17.52,99.23
1.3,17.64
0.7,13.4
0.74,16.2
6.23,33.6
2.4,21.0
4.9,35.83
3.26,20.3
0.5,11.9
0.9,17.5
1.2,14.7
1.84,26.8
15.2,55.0
1.94,16.1
2.14,17.5
2.47,22.68
0.66,12.6
10.08,47.28
4.95,31.5
2.67,25.41
0.93,15.12
1.4,21.0
1.51,22.75
5.0,25.2
1.9,21.8
1.53,19.32
1.3,16.7
1.49,17.5
1.44,17.64
2.66,34.3
11.9,81.11
17.83,90.55
1.9,26.85
2.55,18.9
9.4,37.0
10.4,46.0
0.85,8.0
4.26,21.65
20.48,97.13
1.68,20.52
1.5,14.0
1.5,15.3
2.0,19.3
1.57,21.84
1.35,17.5
3.4,32.76
2.12,18.5
11.41,65.74
11.13,68.39
2.36,22.6
1.3,19.0
11.4,46.0
6.6,38.5
2.83,23.1
17.33,80.94
1.99,20.16
2.26,24.96
1.33,18.2
0.78,12.6
1.15,17.64
1.12,14.0
7.3,34.95
0.4,10.8
0.88,14.64
1.11,18.84
10.1,38.0
4.01,21.65
0.96,13.44
5.32,28.7
1.07,17.64
18.03,98.88
1.4,20.0
4.8,25.0
2.21,21.0
5.49,33.6
1.08,13.44
2.75,23.1
21.38,115.01
2.14,21.0
2.14,18.48
9.35,73.11
8.47,44.11
2.31,19.6
1.08,17.64
1.52,17.64
8.34,49.56
0.5,7.3
1.12,9.4
1.61,21.0
1.84,21.0
1.13,14.2
1.03,16.8
21.5,103.25
0.97,15.4
0.97,15.96
2.97,25.2
1.06,16.38
1.64,21.0
1.66,21.88
1.0,15.12
3.2,25.2
0.8,12.6
0.8,7.0
0.79,14.56
0.62,11.76
8.39,62.17
1.97,20.9
1.5,20.16
10.2,32.0
10.7,33.0
0.98,15.12
3.3,26.0
0.96,11.9
18.72,88.8
5.83,35.7
17.82,80.94
2.1,21.8
2.3,21.0
4.64,25.9
1.3,15.1
6.3,35.7
17.17,101.17
1.18,17.5
14.3,54.0
8.72,52.26
1.9,18.48
1.5,14.0
2.6,24.35
6.53,30.05
1.2,15.6
1.0,13.1
0.8,11.9
3.4,28.56
2.26,22.68
1.36,14.3
19.97,90.55
8.99,44.85
2.1,20.3
1.6,17.6
0.47,11.76
1.34,18.37
9.97,66.93
0.79,12.6
1.07,19.0
1.77,20.16
1.44,17.64
7.52,41.06
1.3,17.4
1.33,23.66
0.67,11.8
0.83,13.15
1.17,14.0
0.85,13.44
2.5,18.2
21.46,92.69
1.2,18.17
2.37,21.1
8.15,60.95
1.71,17.5
19.48,92.22
5.3,29.4
5.81,86.0
0.6,14.25
0.97,14.49
7.71,73.25
18.21,96.74
12.1,44.0
2.6,37.0
14.94,77.25
10.4,38.0
7.16,101.38
5.1,31.5
2.92,25.2
5.27,34.44
1.9,21.84
0.79,11.76
2.31,20.3
2.1,21.84
3.63,31.08
1.26,14.7
23.04,108.54
2.84,33.6
23.6,74.94
18.26,102.92
2.18,21.0
16.8,52.0
1.21,19.32
3.8,24.0
10.08,60.09
4.56,28.0
15.8,100.0
9.72,68.55
12.96,52.45
0.24,10.92
2.1,23.52
1.77,16.0
1.09,13.3
3.56,34.58
0.67,11.76
4.7,31.0
1.64,15.96
0.62,13.12
1.02,16.8
9.2,58.69
1.59,16.7
1.29,14.88
8.4,33.0
1.54,17.64
2.61,24.36
18.07,82.69
0.8,12.6
3.3,24.5
3.6,29.78
1.14,11.5
4.1,32.76
9.01,60.69
0.3,9.1
2.34,21.7
2.2,19.5
1.3,16.1
7.7,50.4
8.2,36.0
2.37,34.44
1.2,15.96
2.88,25.2
0.89,11.5
2.53,27.72
4.22,25.2
0.51,17.4
2.43,24.36
1.28,13.09
8.3,61.3
1.85,20.12
11.12,75.65
1.25,13.3
1.37,15.4
1.07,15.12
19.28,80.19
14.1,51.94
15.4,68.0
7.0,41.4
13.1,84.12
17.77,74.0
2.8,28.55
1.57,15.0
1.64,36.8
4.08,28.0
14.52,73.02
11.4,61.64
17.58,99.23
9.11,64.39
0.6,11.21
1.1,11.2
2.3,19.0
18.38,88.14
1.6,18.0
4.74,23.05
2.13,19.6
14.95,60.85
2.59,21.94
1.17,13.6
1.04,15.96
1.45,14.7
0.6,11.8
0.3,12.1
2.4,17.5
0.72,11.76
0.98,14.28
0.5,9.1
0.7,13.9
0.61,11.25
1.44,16.8
1.2,19.3
1.5,24.36
1.71,21.0
3.12,25.9
0.85,13.44
1.66,22.68
1.12,15.12
18.51,91.19
6.49,35.0
2.55,22.68
11.4,82.74
1.0,15.95
6.6,33.0
3.66,21.7
0.92,14.28
10.3,41.0
1.82,102.0
1.92,23.8
3.4,22.4
17.92,82.69
16.65,85.69
20.97,82.69
2.41,22.68
2.09,22.75
0.5,12.6
1.66,19.32
11.21,76.18
18.45,98.88
22.83,100.13
17.29,97.13
1.02,14.28
1.83,23.66
2.22,17.5
1.91,20.3
1.4,15.0
4.0,25.9
1.2,13.3
1.91,17.64
0.92,11.2
0.36,10.92
17.85,90.55
1.28,16.8
21.02,90.94
0.93,13.44
0.56,10.8
0.51,12.74
10.1,47.6
1.58,22.68
0.84,21.0
11.92,69.48
1.47,17.64
5.28,27.3
8.67,60.89
1.75,19.32
6.09,43.68
3.7,29.2
1.8,15.4
1.02,14.28
0.64,11.5
1.08,13.65
0.93,13.3
1.19,16.1
0.74,13.01
1.01,13.3
1.6,17.65
1.6,16.1
8.76,54.6
0.69,10.5
10.34,60.94
1.92,20.16
0.68,12.0
17.19,97.13
16.6,57.0
0.9,35.0
6.8,31.45
0.64,12.9
5.41,34.44
1.72,20.12
1.23,16.38
2.94,18.85
22.33,161.58
10.05,57.9
1.66,17.7
1.86,18.9
0.51,10.5
17.0,82.69
1.3,16.65
20.25,86.69
7.3,34.0
19.4,83.35
1.7,18.48
0.5,13.12
16.22,88.8
1.05,12.6
10.46,72.69
17.14,80.94
2.31,20.12
2.22,21.84
3.73,25.9
2.06,20.16
9.01,66.48
3.14,31.92
1.15,15.4
1.5,15.1
4.16,28.05
2.7,21.7
0.33,11.83
0.79,14.2
1.92,18.48
1.34,16.63
0.62,10.92
6.5,29.0
2.46,21.0
10.3,45.8
3.06,25.9
15.6,44.0
5.5,36.96
8.29,52.79
8.12,50.4
1.68,22.75
0.69,15.68
12.99,64.4
2.0,20.0
6.9,29.0
3.4,29.95
20.66,82.69
3.38,38.64
0.76,12.6
0.45,10.92
1.26,13.86
1.3,14.88
0.41,10.08
10.43,75.65
2.87,28.18
1.17,16.63
1.23,16.8
2.94,29.75
11.0,31.0
8.4,34.0
7.7,30.0
0.88,13.9
2.34,21.84
4.3,30.24
2.63,24.5
1.72,25.2
1.06,17.64
2.73,26.88
0.76,11.9
17.96,97.69
2.29,21.84
17.8,74.0
24.1,59.0
1.73,14.0
1.1,17.0
1.0,15.95
11.27,51.05
19.55,92.22
1.32,17.64
3.7,28.5
1.4,15.7
2.1,39.45
2.01,18.9
12.5,41.0
12.4,42.0
1.4,23.62
0.86,15.47
0.66,15.12
6.13,43.68
0.5,17.0
12.3,28.0
3.3,24.0
1.5,20.0
7.69,56.76
0.8,13.7
1.53,18.48
0.96,14.88
1.03,14.28
1.22,12.6
1.62,16.8
2.6,23.04
2.54,23.1
0.7,10.92
1.2,18.48
0.36,10.08
0.29,9.4
2.4,24.35
0.9,15.1
23.7,54.0
21.3,51.0
2.0,23.1
6.8,31.0
0.5,10.8
0.9,13.3
0.6,11.9
4.47,34.44
13.2,43.0
18.35,97.13
11.2,42.0
0.68,10.5
0.72,18.48
1.15,11.9
1.15,13.22
8.5,44.11
1.88,16.8
0.63,11.8
1.17,16.9
1.45,14.7
1.81,23.52
6.87,39.2
0.68,13.65
1.65,21.84
1.16,14.28
0.77,15.12
1.3,11.9
0.84,11.2
4.12,24.65
6.2,26.0
8.1,37.0
0.54,10.5
0.72,12.6
1.77,16.0
2.43,25.2
17.63,82.69
0.84,18.2
8.23,60.6
7.31,42.1
3.54,37.7
1.42,20.16
1.3,21.84
2.17,24.5
1.42,17.64
2.52,29.4
6.2,21.0
15.3,50.0
0.6,12.6
7.4,52.52
3.19,35.28
0.8,18.0
11.71,62.71
2.66,20.3
8.34,61.44
0.82,13.3
6.95,48.72
2.04,18.48
3.25,36.12
0.9,18.0
15.0,51.0
1.43,17.1
1.51,21.84
14.43,62.25
2.17,19.5
7.76,34.95
9.06,69.0
1.51,22.68
8.31,56.64
1.72,15.4
11.01,48.25
12.2,42.0
13.1,40.0
1.6,14.7
2.9,22.68
21.7,96.69
1.68,19.6
1.25,15.75
9.11,59.99
11.6,38.0
10.92,81.67
2.2,19.6
0.8,15.3
14.8,43.0
0.9,10.44
1.23,17.64
8.64,66.55
0.92,15.3
17.38,90.94
9.7,38.0
1.57,21.6
18.3,105.96
7.81,63.92
2.41,21.0
4.6,25.0
5.38,25.15
3.5,23.0
6.0,25.0
6.9,52.0
4.9,28.0
3.78,30.1
18.46,98.88
3.58,29.75
0.83,13.44
0.5,9.1
0.57,20.02
14.2,67.65
17.93,80.94
1.8,16.1
10.3,69.39
20.15,98.88
6.0,33.6
2.2,17.95
14.9,45.0
4.5,27.0
2.2,18.2
0.48,14.0
0.36,11.2
3.02,33.6
1.62,16.1
2.3,19.0
6.59,31.8
1.58,11.5
0.57,12.32
2.2,26.04
1.21,17.64
6.1,37.3
1.53,12.6
0.57,11.5
0.97,14.9
0.03,7.0
19.41,121.45
17.49,77.59
18.07,87.69
8.95,51.95
16.02,90.55
1.5,14.0
1.0,18.2
9.59,46.2
0.75,15.3
1.54,14.11
1.85,23.5
0.48,10.1
0.97,10.8
16.12,83.1
1.13,14.7
12.63,64.45
3.0,21.0
14.86,73.86
0.7,9.0
1.6,20.0
18.26,82.69
1.1,15.7
1.61,20.16
1.79,21.0
1.58,21.0
1.67,18.1
10.9,48.25
1.6,16.1
3.82,30.1
3.3,27.0
10.7,40.0
0.5,12.6
1.1,14.0
1.75,19.32
0.77,13.12
2.42,22.75
0.65,11.9
1.58,28.21
1.0,18.0
7.8,47.0
11.5,52.0
5.42,38.64
0.66,13.44
0.75,14.56
1.06,13.44
1.44,15.96
10.5,61.54
1.5,21.8
2.29,18.9
0.78,14.28
2.08,19.6
1.3,13.3
2.28,22.9
1.21,17.5
1.43,18.48
19.96,101.23
7.08,63.2
2.24,17.5
5.89,35.0
3.22,25.2
2.8,21.7
0.8,17.5
5.2,42.8
19.7,95.09
1.1,14.7
1.0,13.45
0.4,10.4
4.92,31.5
0.5,12.6
1.52,17.0
1.07,18.1
2.0,20.15
2.5,22.9
21.0,80.94
1.7,16.1
2.7,27.72
7.9,48.72
0.4,10.9
5.8,27.25
3.5,25.2
2.8,27.7
1.4,15.1
16.78,90.9
4.4,25.9
2.0,21.7
10.51,73.2
0.9,16.35
0.5,9.8
1.2,19.3
17.76,98.88
0.9,14.25
0.5,11.35
1.7,20.2
1.2,15.95
0.4,6.4
1.3,16.8
1.2,12.6
0.8,22.68
1.1,16.63
1.13,14.28
0.97,12.6
7.71,48.12
0.79,15.12
0.9,12.6
0.9,15.4
2.2,23.5
0.5,11.1
2.7,21.0
0.8,11.9
0.4,10.5
2.42,24.36
3.68,27.72
1.78,14.0
2.3,16.8
0.9,8.7
8.32,63.05
15.0,60.15
2.56,21.9
2.0,21.7
1.6,18.45
3.1,32.75
11.84,65.46
19.2,86.19
0.52,8.4
1.35,16.8
1.56,24.57
2.0,22.4
1.8,17.5
3.4,21.7
1.2,13.4
0.5,9.1
10.8,74.39
1.55,14.7
1.71,23.52
1.16,17.64
1.25,13.5
3.01,25.2
1.8,20.15
1.89,22.68
0.41,9.1
2.04,20.0
1.5,18.45
1.8,16.1
3.3,22.4
0.88,10.5
0.65,13.12
2.22,22.75
7.12,46.98
2.1,21.0
2.0,18.5
1.1,16.0
0.76,13.44
1.36,15.7
2.63,24.36
0.98,15.12
3.01,27.12
19.1,88.8
1.2,12.6
2.03,20.16
1.88,17.64
3.24,38.64
1.8,24.36
2.56,29.4
0.7,10.92
0.64,12.6
20.2,90.9
3.35,20.3
0.8,11.75
1.0,15.7
1.5,18.45
9.1,65.15
3.5,27.7
4.9,29.4
9.06,86.96
1.62,17.5
1.6,21.0
0.6,10.9
1.56,14.3
2.57,20.93
1.8,21.0
17.36,98.88
0.97,9.57
2.3,21.8
1.75,20.16
0.4,11.35
2.34,19.32
1.06,13.44
1.4,13.3
0.9,10.5
1.6,16.2
0.79,12.8
2.46,25.2
2.7,27.3
1.7,15.4
0.7,11.9
12.4,72.24
1.83,23.0
1.16,19.11
5.3,33.6
1.56,22.68
1.08,15.12
0.79,14.0
2.78,23.0
0.22,10.4
1.62,18.8
0.43,9.8
1.6,16.8
1.2,18.35
0.6,14.0
1.01,15.12
1.58,18.48
2.84,23.52
12.77,76.51
7.57,38.55
9.03,66.77
0.3,10.5
1.02,13.12
1.74,17.64
2.15,19.32
19.0,82.69
1.05,15.96
3.69,27.0
1.07,17.5
2.55,18.1
0.8,14.25
1.5,16.1
2.3,26.25
17.6,92.69
19.87,85.75
2.1,23.2
1.7,19.3
1.88,21.88
0.8,12.6
1.0,15.96
1.9,20.5
4.4,31.5
9.5,44.8
7.31,37.8
3.57,26.04
0.89,13.9
2.48,31.92
0.98,11.28
10.3,47.55
0.62,12.6
2.33,21.84
6.37,34.3
0.96,14.0
1.66,18.48
1.6,14.7
1.83,20.16
0.88,15.12
2.3,19.2
1.9,17.5
1.05,21.0
5.64,34.44
1.39,17.64
16.6,85.7
0.5,12.6
0.9,12.2
2.9,27.25
1.9,24.0
8.3,35.0
0.8,13.7
1.1,20.2
7.08,35.7
1.36,21.0
1.19,18.2
1.21,16.8
10.56,74.79
5.47,36.7
0.94,10.5
1.78,24.36
1.3,15.1
1.4,20.15
5.2,36.6
1.89,19.6
3.86,25.9
11.88,60.35
17.77,85.94
1.78,16.8
4.9,28.7
1.49,20.16
2.05,25.2
0.98,13.44
1.68,14.7
2.04,19.6
8.49,66.49
17.12,83.69
9.7,55.34
1.85,24.57
0.7,11.75
2.2,23.65
0.31,10.08
6.11,45.36
3.98,23.1
2.8,24.0
0.8,11.2
14.55,86.64
5.0,28.7
4.5,29.4
2.09,26.04
1.05,15.96
1.31,14.7
7.51,46.2
0.77,11.1
3.06,30.6
14.04,87.48
10.9,78.54
1.8,21.84
1.1,18.5
1.91,18.02
1.4,15.96
0.9,11.9
17.69,80.94
3.31,33.2
0.8,12.6
0.8,11.9
1.8,16.9
1.86,16.1
21.0,90.69
1.3,16.7
1.1,14.28
1.0,22.68
3.1,25.2
1.3,16.8
19.5,95.19
5.32,39.48
1.28,16.94
1.06,13.44
2.87,27.12
0.7,13.1
0.8,12.6
1.5,17.4
28.0,174.69
0.6,9.1
10.9,51.15
19.7,97.09
1.6,13.6
3.7,35.25
8.1,62.09
2.58,19.6
8.66,61.37
1.0,15.95
0.3,10.4
0.4,8.4
0.8,12.6
2.1,21.0
1.6,16.1
2.13,16.8
3.87,36.4
3.2,41.12
18.0,97.09
2.01,15.4
1.54,15.96
18.0,74.0
8.0,59.79
4.8,27.45
0.6,11.75
1.31,15.96
8.8,65.94
0.44,9.56
1.2,14.0
20.6,91.08
1.3,16.8
15.0,66.55
3.06,23.1
1.02,12.6
1.4,13.9
0.59,10.92
2.58,24.96
1.37,19.32
6.1,42.19
3.97,32.76
1.4,19.32
2.41,23.62
0.82,11.76
11.94,52.5
1.6,18.5
0.3,9.24
2.0,21.9
2.52,20.3
1.84,16.17
1.38,12.6
1.31,19.6
6.8,43.9
1.12,15.12
0.6,11.76
3.2,21.7
1.45,19.32
0.6,11.75
1.1,16.1
0.9,15.95
2.1,20.2
1.6,20.0
1.7,17.65
4.92,28.0
2.33,27.4
36.25,161.24
18.52,98.88
3.1,23.6
3.7,27.7
14.9,85.29
0.62,13.65
2.26,18.9
8.9,46.1
0.99,15.12
2.2,20.9
1.5,15.95
2.7,31.05
0.7,11.2
1.5,17.6
3.8,25.2
18.7,88.2
15.51,73.65
5.3,30.1
2.1,22.65
1.6,16.1
0.7,12.6
1.8,19.1
1.9,21.0
1.3,16.8
2.48,23.52
2.62,18.9
1.17,14.7
2.8,24.3
1.46,16.0
0.8,11.9
1.32,15.12
12.75,76.69
1.48,21.0
2.16,27.72
0.9,14.28
1.15,14.28
1.84,21.84
0.97,15.12
0.64,13.44
0.9,13.9
0.6,11.27
2.1,22.68
2.5,21.3
0.2,9.24
2.76,23.95
0.67,14.28
0.9,15.3
0.7,11.9
0.7,12.0
3.3,23.5
1.72,19.32
1.3,14.3
0.39,9.1
0.66,11.9
18.53,133.8
2.52,22.68
2.12,24.36
1.86,19.32
2.33,21.3
1.62,19.32
0.7,11.9
3.0,23.1
1.05,14.7
1.77,14.7
8.6,50.45
0.3,9.1
0.3,9.1
1.7,17.64
9.57,60.85
1.6,14.7
3.6,30.2
1.6,15.4
3.6,28.0
2.3,20.15
1.37,14.49
2.6,24.0
1.9,20.15
0.88,11.9
1.44,16.52
0.82,13.12
1.24,16.8
0.46,10.92
3.09,33.0
1.06,15.5
0.91,16.8
10.27,68.51
1.56,18.2
1.07,19.32
28.98,92.69
9.7,67.64
1.0,13.4
2.1,26.35
1.45,15.25
18.01,82.69
9.86,69.77
9.1,51.6
2.6,24.5
1.5,16.1
1.19,15.12
2.03,19.32
0.57,11.9
0.8,13.45
0.7,12.0
1.5,17.64
3.5,23.1
1.74,17.64
0.56,14.28
0.29,8.4
1.43,16.8
2.8,25.2
18.3,87.3
1.4,14.0
1.48,17.5
0.37,10.92
1.85,21.84
2.04,16.1
1.18,17.1
11.3,78.54
2.41,20.5
7.45,42.84
2.03,19.32
1.82,20.16
0.8,13.45
1.35,16.8
2.9,24.5
1.37,15.3
1.1,18.4
1.8,43.7
1.6,23.15
1.7,18.6
4.06,32.2
2.2,26.0
1.65,14.7
1.54,20.16
1.3,15.95
3.3,22.33
1.28,12.6
1.52,16.8
2.6,22.68
2.21,21.84
1.96,25.6
0.64,11.2
0.98,16.8
0.39,10.5
0.87,12.9
0.98,19.32
2.44,24.36
1.19,14.7
1.65,21.0
2.19,18.9
4.28,31.92
1.28,16.8
1.97,16.8
2.27,22.68
0.87,11.2
7.44,38.8
8.2,60.38
1.7,18.9
1.61,17.64
9.6,53.05
1.37,14.0
0.7,12.6
2.0,21.0
0.2,11.4
1.2,15.96
3.11,22.9
0.34,9.1
0.44,9.1
2.34,22.75
1.06,13.3
0.49,9.8
2.2,19.66
1.1,14.25
2.3,26.0
1.54,13.3
0.7,10.5
4.6,31.3
0.76,12.6
1.91,16.1
2.8,23.3
0.8,16.8
1.4,17.6
0.63,12.6
1.17,11.9
2.31,20.3
0.63,14.28
2.8,28.88
1.63,18.48
1.3,14.0
1.7,15.7
1.86,17.5
0.8,12.88
1.9,18.1
12.59,84.05
20.96,127.35
2.91,21.0
1.94,21.12
9.0,61.62
1.4,12.6
0.8,13.44
1.9,16.8
1.61,17.71
1.14,14.28
8.97,62.43
1.3,17.65
5.8,50.4
2.3,18.5
6.1,28.7
2.7,26.05
0.66,8.76
2.36,26.0
2.52,23.87
2.15,18.9
0.3,10.7
1.5,16.7
1.47,18.2
0.9,11.2
1.3,15.1
4.9,31.9
2.7,35.25
0.78,12.32
0.54,13.65
1.51,16.32
2.59,22.68
3.75,31.08
3.54,35.1
2.33,19.6
16.8,76.0
0.69,12.6
4.12,29.75
1.18,16.8
21.5,95.94
1.4,14.6
2.9,25.2
1.7,14.7
17.96,82.69
0.28,10.08
10.21,70.68
2.01,24.36
4.03,30.24
1.6,14.7
10.8,46.15
4.2,30.2
1.0,14.25
1.6,18.48
17.24,98.88
2.65,22.75
1.6,20.15
0.4,11.2
